"";"AMT_INCOME_TOTAL";"AMT_CREDIT";"AMT_ANNUITY";"DAYS_BIRTH";"OWN_CAR_AGE";"AMT_GOODS_PRICE";"CNT_FAM_MEMBERS";"CODE_GENDER";"NAME_INCOME_TYPE";"NAME_EDUCATION_TYPE";"NAME_FAMILY_STATUS";"OCCUPATION_TYPE";"ORGANIZATION_TYPE";"REGION_RATING_CLIENT";"TARGET"
"258276";405000;1042560;40572;-13546;NA;9e+05;1;"M";"Commercial associate";"Higher education";"Single / not married";"Managers";"Construction";"3";"0"
"99680";67500;202500;10125;-16207;NA;202500;2;"F";"Working";"Secondary / secondary special";"Civil marriage";NA;"School";"3";"0"
"189251";180000;634041;22905;-17061;3;481500;5;"M";"Commercial associate";"Higher education";"Married";NA;"Other";"3";"0"
"123650";337500;1149210;37201,5;-15174;NA;1003500;3;"F";"Working";"Secondary / secondary special";"Married";NA;"Business Entity Type 3";"2";"0"
"185511";135000;1575000;41548,5;-20116;6;1575000;2;"M";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"177166";135000;755190;36459;-15922;6;675000;3;"M";"Working";"Secondary / secondary special";"Civil marriage";"Laborers";"Construction";"2";"0"
"299918";112500;298512;17266,5;-15936;NA;270000;2;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"30336";180000;450000;29430;-9482;NA;450000;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Cleaning staff";"Transport: type 4";"2";"0"
"162530";270000;9e+05;29164,5;-17674;6;9e+05;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Industry: type 9";"1";"0"
"152093";67500;256500;6894;-15311;NA;256500;2;"F";"Working";"Secondary / secondary special";"Civil marriage";"Cleaning staff";"Kindergarten";"3";"0"
"175473";157500;1288350;37800;-15015;NA;1125000;3;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"245200";225000;1530000;60678;-11300;9;1530000;2;"M";"Working";"Higher education";"Married";"Managers";"Business Entity Type 3";"3";"0"
"162961";180000;781920;61906,5;-21351;NA;675000;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Drivers";"Transport: type 3";"1";"0"
"109499";360000;545040;28894,5;-13604;6;450000;5;"M";"Working";"Higher education";"Married";"Laborers";"Business Entity Type 1";"2";"0"
"16236";157500;592560;32274;-11806;21;450000;2;"M";"Working";"Secondary / secondary special";"Civil marriage";"Laborers";"Business Entity Type 1";"2";"1"
"145252";247500;630000;31500;-14398;NA;630000;2;"F";"Working";"Secondary / secondary special";"Married";NA;"Business Entity Type 3";"1";"0"
"145612";112500;1546020;50004;-9766;NA;1350000;3;"F";"Working";"Higher education";"Married";"Core staff";"Bank";"3";"1"
"61493";135000;753840;22171,5;-21847;NA;540000;1;"F";"Pensioner";"Secondary / secondary special";"Single / not married";NA;"XNA";"2";"0"
"233943";243000;9e+05;38263,5;-9666;NA;9e+05;1;"F";"Working";"Higher education";"Single / not married";"Core staff";"Bank";"2";"0"
"106192";180000;597024;38286;-16545;NA;540000;2;"F";"Working";"Secondary / secondary special";"Married";"Cooking staff";"Business Entity Type 3";"1";"0"
"92837";90000;1056447;31018,5;-19663;NA;922500;2;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"47132";135000;970380;31432,5;-13531;NA;810000;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Medicine staff";"Medicine";"2";"0"
"139369";675000;2517300;66532,5;-9759;0;2250000;3;"F";"Commercial associate";"Higher education";"Married";"Managers";"Business Entity Type 3";"2";"0"
"111781";112500;284400;18643,5;-10672;NA;225000;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Self-employed";"2";"1"
"119606";202500;694773;29565;-22026;NA;621000;1;"F";"Commercial associate";"Secondary / secondary special";"Widow";"Sales staff";"Self-employed";"2";"0"
"79266";135000;450000;21888;-15044;NA;450000;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Business Entity Type 3";"2";"0"
"250830";90000;675000;32602,5;-13458;NA;675000;4;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Industry: type 3";"2";"0"
"294792";94500;454500;21996;-21766;NA;454500;2;"F";"Working";"Secondary / secondary special";"Married";"Managers";"Business Entity Type 1";"2";"0"
"201552";202500;1024740;49428;-17828;NA;9e+05;3;"F";"Commercial associate";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"187454";90000;139230;10539;-19247;NA;112500;1;"F";"Commercial associate";"Secondary / secondary special";"Separated";NA;"Business Entity Type 3";"2";"0"
"92129";225000;491031;35050,5;-22686;8;463500;2;"M";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"208365";180000;1724220;47542,5;-22161;NA;1350000;1;"F";"Pensioner";"Secondary / secondary special";"Separated";NA;"XNA";"1";"0"
"44268";81000;269550;19300,5;-13814;17;225000;4;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Housing";"2";"0"
"258654";81000;101880;6939;-18891;NA;90000;2;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Industry: type 9";"2";"0"
"218370";216000;814041;23800,5;-11870;NA;679500;2;"M";"Working";"Incomplete higher";"Married";"High skill tech staff";"Business Entity Type 3";"3";"0"
"200974";90000;270000;13500;-15023;1;270000;2;"F";"Working";"Secondary / secondary special";"Married";"Core staff";"Government";"2";"0"
"144951";63000;202500;10125;-12022;1;202500;2;"F";"Working";"Secondary / secondary special";"Single / not married";NA;"Business Entity Type 3";"2";"0"
"195465";90000;675000;26154;-15932;NA;675000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"54399";157500;1436850;42012;-10719;NA;1125000;2;"F";"Working";"Higher education";"Married";"Core staff";"Realtor";"3";"0"
"52880";162000;727785;28332;-12734;NA;607500;3;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 2";"2";"0"
"34832";32850;675000;21775,5;-18530;NA;675000;2;"M";"Pensioner";"Lower secondary";"Married";NA;"XNA";"3";"0"
"95061";45000;119925;11812,5;-22595;NA;112500;1;"M";"Pensioner";"Secondary / secondary special";"Single / not married";NA;"XNA";"2";"0"
"266652";90000;180000;9000;-8095;1;180000;2;"F";"Commercial associate";"Incomplete higher";"Civil marriage";"Secretaries";"Business Entity Type 3";"2";"0"
"230790";180000;112500;12244,5;-24758;8;112500;2;"M";"Pensioner";"Higher education";"Married";NA;"XNA";"3";"0"
"226270";81000;101880;12087;-9608;NA;90000;5;"F";"Working";"Secondary / secondary special";"Married";"Core staff";"Agriculture";"2";"1"
"80430";171000;755550;27265,5;-13697;16;562500;3;"F";"Working";"Secondary / secondary special";"Married";"Managers";"Trade: type 7";"3";"0"
"275589";112500;1288350;37800;-15457;11;1125000;3;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"34253";189000;755190;38686,5;-11836;NA;675000;3;"F";"Working";"Secondary / secondary special";"Single / not married";"Sales staff";"Self-employed";"2";"0"
"41580";135000;269550;16285,5;-12758;NA;225000;2;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"255301";292500;450000;12897;-16012;NA;450000;2;"M";"Working";"Higher education";"Married";"Managers";"Business Entity Type 3";"2";"0"
"295825";90000;142632;9414;-24204;NA;126000;1;"F";"Commercial associate";"Secondary / secondary special";"Widow";NA;"Other";"2";"0"
"267540";202500;625536;30222;-19557;NA;540000;1;"F";"Working";"Secondary / secondary special";"Separated";"Sales staff";"Self-employed";"2";"0"
"104865";90000;792477;30838,5;-19838;NA;661500;2;"M";"Student";"Secondary / secondary special";"Married";"Low-skill Laborers";"Other";"2";"0"
"21380";247500;497520;36054;-13295;NA;450000;2;"M";"Working";"Secondary / secondary special";"Married";NA;"Business Entity Type 2";"3";"0"
"144791";180000;180000;9000;-10889;14;180000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Other";"2";"0"
"215967";180000;486000;38529;-13503;14;486000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";NA;"Business Entity Type 3";"2";"0"
"149062";135000;278712;12991,5;-11661;NA;220500;3;"F";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Trade: type 7";"2";"0"
"259331";135000;790830;57676,5;-17630;15;675000;2;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Business Entity Type 3";"2";"0"
"146628";585000;2377431;65506,5;-13164;2;1984500;4;"M";"Working";"Higher education";"Married";"Managers";"Business Entity Type 3";"3";"0"
"109061";157500;990000;39393;-23596;NA;990000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";NA;"XNA";"2";"0"
"147876";270000;1681555,5;46372,5;-17236;NA;1503000;1;"F";"State servant";"Higher education";"Single / not married";"Accountants";"Medicine";"2";"0"
"57092";225000;1259626,5;53500,5;-13525;11;1080000;1;"M";"Commercial associate";"Secondary / secondary special";"Single / not married";"Laborers";"Industry: type 9";"2";"1"
"165255";270000;1350000;44748;-14706;NA;1350000;3;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Business Entity Type 3";"2";"0"
"205064";157500;547344;17608,5;-20857;NA;472500;2;"F";"Pensioner";"Secondary / secondary special";"Civil marriage";NA;"XNA";"2";"0"
"301243";90000;234000;8950,5;-15347;NA;234000;2;"F";"Working";"Secondary / secondary special";"Civil marriage";NA;"Government";"2";"0"
"291121";112500;314100;13437;-11763;NA;225000;2;"F";"Working";"Higher education";"Married";"Core staff";"Transport: type 4";"2";"0"
"88483";135000;797557,5;26487;-12589;NA;688500;4;"F";"Working";"Secondary / secondary special";"Civil marriage";"Laborers";"Construction";"2";"0"
"276628";157500;458235;23395,5;-22668;NA;382500;1;"F";"Pensioner";"Secondary / secondary special";"Widow";NA;"XNA";"2";"0"
"240365";202500;886090,5;35140,5;-22960;NA;792000;2;"F";"Pensioner";"Higher education";"Married";NA;"XNA";"2";"0"
"90986";225000;569398,5;45117;-13687;NA;486000;2;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Construction";"2";"0"
"102025";112500;450000;27324;-13900;7;450000;3;"F";"Working";"Secondary / secondary special";"Married";NA;"Business Entity Type 1";"2";"1"
"298421";315000;969039;43789,5;-18853;64;783000;1;"F";"Pensioner";"Secondary / secondary special";"Single / not married";NA;"XNA";"2";"0"
"2263";135000;477000;24484,5;-23381;NA;477000;3;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"163540";90000;981747;40113;-22545;NA;877500;2;"M";"Working";"Secondary / secondary special";"Married";"Security staff";"Security";"2";"0"
"80592";135000;225000;11488,5;-10335;NA;225000;4;"F";"Commercial associate";"Secondary / secondary special";"Married";"Medicine staff";"Military";"2";"0"
"165533";157500;450000;23692,5;-12360;10;450000;3;"F";"Working";"Secondary / secondary special";"Married";"Medicine staff";"Other";"2";"0"
"248384";360000;755190;36328,5;-20968;NA;675000;2;"F";"Pensioner";"Secondary / secondary special";"Civil marriage";NA;"XNA";"1";"0"
"263533";292500;738486;79663,5;-16645;2;688500;4;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Business Entity Type 3";"2";"0"
"31600";229500;270000;21460,5;-18132;14;270000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Self-employed";"2";"1"
"305461";121500;364428;10152;-9946;7;238500;3;"M";"Working";"Higher education";"Married";"Laborers";"Industry: type 5";"2";"0"
"111891";247500;1260702;39712,5;-13234;NA;1129500;3;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 2";"2";"0"
"20026";202500;1350000;47056,5;-11491;3;1350000;2;"M";"Working";"Higher education";"Married";"High skill tech staff";"Business Entity Type 3";"2";"0"
"157089";99000;238500;8991;-13922;64;238500;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"103181";270000;450000;21888;-11948;12;450000;3;"F";"Working";"Secondary / secondary special";"Civil marriage";"Sales staff";"Self-employed";"2";"0"
"40334";81000;526500;16983;-14678;NA;526500;3;"F";"Working";"Secondary / secondary special";"Civil marriage";"Sales staff";"Self-employed";"3";"0"
"275881";144000;684000;22603,5;-8586;5;684000;1;"F";"Commercial associate";"Incomplete higher";"Single / not married";"Core staff";"Business Entity Type 2";"1";"0"
"275971";157500;697500;20524,5;-20131;NA;697500;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"174773";90000;1078200;38331;-10923;4;9e+05;3;"F";"Working";"Higher education";"Married";NA;"Business Entity Type 3";"3";"0"
"193108";189000;446931;32652;-15020;18;369000;4;"M";"Commercial associate";"Higher education";"Married";"Laborers";"University";"2";"0"
"75925";67500;814041;23800,5;-17302;NA;679500;2;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"24975";256500;894906;28998;-20324;0;747000;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"73592";135000;325908;17811;-15627;NA;247500;3;"F";"Working";"Secondary / secondary special";"Married";NA;"Other";"3";"0"
"265104";117283,5;143910;13446;-7935;NA;135000;1;"M";"Commercial associate";"Secondary / secondary special";"Single / not married";"Core staff";"Police";"2";"0"
"147629";108000;163201,5;10786,5;-21832;NA;148500;1;"F";"Pensioner";"Secondary / secondary special";"Single / not married";NA;"XNA";"3";"0"
"261405";157500;325908;22176;-14698;NA;247500;3;"F";"Commercial associate";"Secondary / secondary special";"Civil marriage";"Sales staff";"Restaurant";"2";"0"
"134499";166500;269550;18891;-15139;19;225000;2;"F";"Working";"Higher education";"Married";"Managers";"Kindergarten";"2";"0"
"238091";157500;180000;10462,5;-12024;NA;180000;3;"M";"Working";"Secondary / secondary special";"Married";"Security staff";"Business Entity Type 3";"2";"0"
"252819";76500;450000;30442,5;-10105;NA;450000;2;"F";"Working";"Secondary / secondary special";"Married";"Core staff";"Self-employed";"2";"0"
"304788";247500;1008117;35847;-20832;8;841500;1;"M";"Working";"Secondary / secondary special";"Separated";"Drivers";"Business Entity Type 3";"2";"0"
"231581";62100;509922;27297;-23725;NA;472500;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"213045";112500;135000;6750;-19105;NA;135000;1;"M";"Working";"Higher education";"Separated";"Laborers";"School";"2";"0"
"189395";135000;1288350;33984;-18826;NA;1125000;2;"F";"Working";"Higher education";"Married";"Core staff";"Kindergarten";"2";"0"
"113930";114750;1078200;31653;-14492;NA;9e+05;2;"F";"State servant";"Secondary / secondary special";"Married";"Security staff";"Government";"2";"0"
"134141";112500;337500;16875;-11804;NA;337500;3;"F";"Commercial associate";"Higher education";"Civil marriage";"Accountants";"Kindergarten";"2";"0"
"121459";117000;119925;11682;-20948;NA;112500;1;"F";"Working";"Secondary / secondary special";"Single / not married";NA;"Government";"2";"0"
"176359";315000;509400;40374;-19464;NA;450000;2;"F";"Working";"Secondary / secondary special";"Married";NA;"Business Entity Type 3";"2";"0"
"45025";157500;239850;23494,5;-24652;NA;225000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";NA;"XNA";"2";"0"
"162545";135000;1056447;27999;-11504;3;922500;4;"M";"Commercial associate";"Higher education";"Married";"Managers";"Business Entity Type 3";"2";"0"
"140022";180000;810000;40500;-20047;7;810000;4;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"81249";180000;961146;28233;-13972;NA;688500;3;"M";"Working";"Secondary / secondary special";"Separated";"Laborers";"Business Entity Type 3";"2";"0"
"220306";94500;337500;16875;-12517;NA;337500;3;"F";"Working";"Secondary / secondary special";"Married";"Private service staff";"Services";"2";"0"
"94731";225000;521568;19660,5;-11858;NA;360000;4;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Construction";"2";"0"
"280009";94500;292500;14625;-16729;NA;292500;2;"F";"Working";"Secondary / secondary special";"Married";NA;"Business Entity Type 3";"2";"0"
"116987";202500;810000;23814;-23835;1;810000;1;"F";"Pensioner";"Higher education";"Separated";NA;"XNA";"1";"0"
"28368";225000;545040;26640;-14410;NA;450000;3;"M";"Working";"Secondary / secondary special";"Separated";"Laborers";"Business Entity Type 3";"1";"0"
"237573";157500;814500;23814;-21882;NA;814500;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"86995";117000;450000;21649,5;-13352;NA;450000;4;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Housing";"2";"0"
"184270";112500;580500;19314;-13692;NA;580500;3;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Trade: type 7";"2";"0"
"249275";112500;545040;26509,5;-18940;2;450000;2;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 2";"3";"0"
"238344";337500;202500;10125;-18950;NA;202500;1;"F";"Commercial associate";"Secondary / secondary special";"Separated";"Sales staff";"Business Entity Type 3";"1";"0"
"241823";90000;278613;29385;-10217;NA;252000;3;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"199931";135000;1288350;37800;-19275;14;1125000;2;"F";"Working";"Secondary / secondary special";"Married";"Security staff";"Other";"1";"0"
"80601";67500;1062000;31050;-12089;NA;1062000;3;"F";"State servant";"Secondary / secondary special";"Married";"Core staff";"Kindergarten";"2";"0"
"127963";99000;231813;12703,5;-22012;NA;193500;2;"F";"Working";"Secondary / secondary special";"Married";"Waiters/barmen staff";"Medicine";"2";"0"
"208087";126000;315000;16083;-10196;NA;315000;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Cleaning";"2";"0"
"59603";112500;306306;14863,5;-13494;NA;247500;2;"M";"Working";"Secondary / secondary special";"Married";NA;"Business Entity Type 1";"3";"0"
"25746";135000;270000;13500;-11362;NA;270000;4;"F";"Working";"Secondary / secondary special";"Married";NA;"Transport: type 2";"1";"0"
"47168";216000;450000;22500;-16748;3;450000;4;"F";"Working";"Higher education";"Married";"High skill tech staff";"Business Entity Type 2";"3";"0"
"274829";202500;318528;19615,5;-8097;NA;252000;1;"M";"Working";"Incomplete higher";"Single / not married";NA;"Business Entity Type 3";"2";"0"
"273601";90000;254700;14350,5;-18489;NA;225000;2;"F";"Working";"Secondary / secondary special";"Civil marriage";"Sales staff";"Business Entity Type 3";"2";"0"
"167800";112500;180000;9000;-8464;NA;180000;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Low-skill Laborers";"Construction";"2";"0"
"208066";135000;315000;15750;-11571;3;315000;2;"M";"Working";"Secondary / secondary special";"Married";"Core staff";"Transport: type 2";"2";"0"
"1659";130500;405000;20250;-20474;NA;405000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"1";"0"
"79108";157500;1817491,5;50107,5;-16698;11;1624500;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Industry: type 1";"2";"0"
"259113";270000;865323;46233;-12433;1;747000;4;"M";"Working";"Secondary / secondary special";"Civil marriage";NA;"Business Entity Type 3";"2";"0"
"267110";112500;808650;23773,5;-20220;NA;675000;1;"F";"Pensioner";"Secondary / secondary special";"Separated";NA;"XNA";"2";"0"
"120296";306000;202500;10125;-19265;NA;202500;1;"F";"State servant";"Higher education";"Single / not married";"Managers";"Security Ministries";"3";"0"
"80673";157500;227520;15201;-11417;NA;180000;1;"F";"Commercial associate";"Higher education";"Single / not married";"Accountants";"Business Entity Type 3";"3";"0"
"141062";112500;270000;13500;-16164;NA;270000;3;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"3";"0"
"227985";112500;568800;17307;-21127;NA;450000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"1";"1"
"4395";112500;509400;40374;-9447;16;450000;3;"F";"Working";"Secondary / secondary special";"Married";"Private service staff";"Business Entity Type 3";"3";"0"
"11442";144000;468000;20745;-23087;NA;468000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";NA;"XNA";"3";"0"
"73599";360000;1258650;53325;-23695;3;1125000;2;"F";"Working";"Secondary / secondary special";"Married";"Accountants";"Agriculture";"2";"0"
"110594";225000;868500;38385;-23215;NA;868500;2;"M";"Pensioner";"Secondary / secondary special";"Civil marriage";NA;"XNA";"3";"0"
"186649";90000;170640;13612,5;-18191;NA;135000;1;"F";"Commercial associate";"Secondary / secondary special";"Separated";"Cleaning staff";"Business Entity Type 3";"1";"0"
"167470";180000;202500;14674,5;-11649;9;202500;2;"F";"Commercial associate";"Secondary / secondary special";"Civil marriage";NA;"Business Entity Type 3";"2";"0"
"230180";202500;9e+05;26316;-14647;NA;9e+05;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 2";"2";"0"
"161800";135000;247275;19822,5;-17285;9;225000;2;"M";"Working";"Secondary / secondary special";"Married";NA;"Business Entity Type 3";"2";"0"
"132795";180000;284400;22468,5;-11318;NA;225000;3;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"1"
"135250";157500;315000;15750;-13725;8;315000;4;"F";"Commercial associate";"Higher education";"Married";"Managers";"Business Entity Type 1";"2";"0"
"197594";157500;142200;11362,5;-16521;NA;112500;2;"M";"Commercial associate";"Secondary / secondary special";"Civil marriage";"Managers";"Self-employed";"2";"0"
"223671";67500;343377;22486,5;-23382;NA;283500;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"3";"0"
"15663";180000;180000;9000;-11175;NA;180000;3;"F";"Working";"Secondary / secondary special";"Civil marriage";NA;"Business Entity Type 3";"1";"0"
"244277";202500;1024740;52452;-15877;NA;9e+05;2;"M";"Working";"Secondary / secondary special";"Civil marriage";"High skill tech staff";"Government";"2";"0"
"23781";360000;129519;12937,5;-20780;NA;121500;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"250890";81000;247500;12375;-9335;25;247500;3;"M";"Commercial associate";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"222662";135000;9e+05;48825;-13701;NA;9e+05;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Other";"2";"0"
"249676";157500;477000;34839;-17521;30;477000;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Drivers";"Transport: type 4";"3";"0"
"155977";180000;254700;24939;-24149;NA;225000;1;"F";"State servant";"Secondary / secondary special";"Single / not married";"Cooking staff";"Government";"2";"0"
"79456";135000;808650;26217;-13534;9;675000;1;"M";"State servant";"Secondary / secondary special";"Separated";"Drivers";"Emergency";"2";"0"
"130287";157500;1078200;31522,5;-13313;9;9e+05;1;"F";"State servant";"Higher education";"Separated";"Core staff";"Other";"2";"0"
"200128";450000;592560;31153,5;-17146;64;450000;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Managers";"Agriculture";"2";"1"
"255633";189000;1155226,5;38173,5;-22714;NA;1035000;2;"F";"Working";"Higher education";"Married";"Medicine staff";"University";"1";"0"
"189555";90000;526491;31351,5;-18610;NA;454500;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Kindergarten";"2";"0"
"161236";180000;746280;54436,5;-18385;NA;675000;2;"F";"Working";"Higher education";"Married";"Core staff";"Medicine";"2";"0"
"152347";99000;180000;9000;-7967;NA;180000;1;"F";"Commercial associate";"Secondary / secondary special";"Single / not married";"Core staff";"Self-employed";"2";"0"
"235552";135000;495000;16218;-20100;NA;495000;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Security staff";"Security";"3";"0"
"285995";54000;110331;11043;-17854;NA;103500;2;"F";"Working";"Higher education";"Married";"Cooking staff";"School";"3";"0"
"825";261000;503676;25848;-15301;NA;382500;2;"F";"Working";"Higher education";"Married";"Core staff";"Kindergarten";"3";"0"
"180411";103500;270000;13500;-17289;NA;270000;2;"M";"Working";"Higher education";"Married";"High skill tech staff";"Telecom";"2";"0"
"223228";202500;314055;13437;-20248;NA;238500;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"99467";315000;1755000;46296;-14897;NA;1755000;3;"F";"Working";"Secondary / secondary special";"Married";"Managers";"Other";"2";"0"
"112543";117000;9e+05;26446,5;-13941;NA;9e+05;3;"F";"Working";"Secondary / secondary special";"Civil marriage";"Cooking staff";"Business Entity Type 3";"2";"0"
"170889";180000;497520;33246;-11434;NA;450000;3;"F";"Commercial associate";"Secondary / secondary special";"Civil marriage";NA;"Business Entity Type 1";"2";"0"
"193906";45000;323388;18184,5;-19259;NA;292500;1;"F";"Commercial associate";"Secondary / secondary special";"Separated";"Core staff";"Kindergarten";"2";"0"
"67370";382500;1129500;40014;-19400;NA;1129500;2;"F";"Working";"Secondary / secondary special";"Married";"Managers";"Business Entity Type 2";"2";"0"
"69254";72000;306306;16744,5;-16738;NA;247500;2;"F";"Working";"Secondary / secondary special";"Married";"Medicine staff";"Other";"2";"0"
"248516";90000;270000;13500;-10136;8;270000;3;"F";"Working";"Higher education";"Married";"Managers";"Government";"2";"0"
"77072";58500;161730;12645;-13754;NA;135000;3;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 2";"2";"0"
"184929";139500;945000;40167;-18414;NA;945000;1;"F";"Working";"Secondary / secondary special";"Widow";"Core staff";"Government";"2";"0"
"25855";202500;1350000;35613;-9503;4;1350000;1;"M";"Commercial associate";"Higher education";"Single / not married";"Managers";"Business Entity Type 3";"2";"0"
"295765";90000;310671;19134;-20288;NA;256500;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"216037";180000;993082,5;40576,5;-10429;14;913500;1;"F";"Commercial associate";"Higher education";"Single / not married";"Core staff";"Trade: type 7";"2";"0"
"25481";67500;450000;22500;-15719;NA;450000;1;"M";"Working";"Higher education";"Single / not married";"Core staff";"Medicine";"1";"0"
"199212";135000;270000;13500;-15811;1;270000;1;"F";"Working";"Incomplete higher";"Separated";"High skill tech staff";"Business Entity Type 3";"3";"1"
"209385";67500;9e+05;26446,5;-20172;13;9e+05;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"3";"0"
"33958";112500;215640;17289;-10740;NA;180000;3;"F";"Working";"Higher education";"Married";"Realty agents";"Business Entity Type 3";"1";"0"
"86525";270000;382500;26554,5;-15873;7;382500;3;"M";"Working";"Secondary / secondary special";"Married";"Managers";"Business Entity Type 3";"2";"0"
"208741";135000;270000;24894;-13202;NA;270000;2;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Business Entity Type 3";"2";"0"
"215152";64215;299250;8023,5;-19455;NA;225000;3;"M";"Working";"Secondary / secondary special";"Married";"Core staff";"Agriculture";"2";"0"
"101162";135000;505642,5;22401;-19012;7;436500;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"High skill tech staff";"Trade: type 6";"2";"0"
"165627";270000;382050;24412,5;-14325;NA;337500;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Medicine staff";"Medicine";"2";"0"
"30744";225000;2085120;65601;-17631;13;1800000;2;"F";"Working";"Higher education";"Married";"Managers";"Realtor";"3";"0"
"44578";247500;891072;45625,5;-21202;NA;720000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"3";"0"
"87047";135000;441657;20718;-10240;2;310500;3;"M";"Working";"Secondary / secondary special";"Civil marriage";NA;"Business Entity Type 3";"2";"0"
"81508";135000;922500;26973;-13464;NA;922500;2;"F";"Working";"Secondary / secondary special";"Civil marriage";"Laborers";"Self-employed";"2";"0"
"105776";157500;1125000;32895;-19408;12;1125000;2;"F";"Commercial associate";"Secondary / secondary special";"Civil marriage";"Laborers";"Services";"2";"0"
"162931";121500;450000;16965;-15503;14;450000;4;"M";"Working";"Secondary / secondary special";"Married";"Security staff";"Kindergarten";"2";"0"
