"";"AMT_INCOME_TOTAL";"AMT_CREDIT";"AMT_ANNUITY";"DAYS_BIRTH";"OWN_CAR_AGE";"AMT_GOODS_PRICE";"CNT_FAM_MEMBERS";"CODE_GENDER";"NAME_INCOME_TYPE";"NAME_EDUCATION_TYPE";"NAME_FAMILY_STATUS";"OCCUPATION_TYPE";"ORGANIZATION_TYPE";"REGION_RATING_CLIENT";"TARGET"
"205572";112500;270000;18112,5;-13035;6;270000;2;"M";"Commercial associate";"Secondary / secondary special";"Civil marriage";"Laborers";"Other";"2";"1"
"68748";157500;252531;23292;-10737;14;234000;3;"F";"Working";"Higher education";"Married";"";"Other";"1";"1"
"172882";130500;506889;24781,5;-12731;64;418500;4;"F";"Working";"Secondary / secondary special";"Married";"Realty agents";"Business Entity Type 3";"2";"1"
"63834";103500;139230;10903,5;-16423;NA;112500;1;"F";"Working";"Secondary / secondary special";"Separated";"Medicine staff";"Medicine";"2";"1"
"52541";202500;407965,5;48415,5;-13396;17;369000;3;"M";"Commercial associate";"Higher education";"Married";"Laborers";"Business Entity Type 3";"2";"1"
"213487";121500;284400;19134;-10263;NA;225000;4;"F";"Working";"Secondary / secondary special";"Civil marriage";"Sales staff";"Trade: type 7";"2";"1"
"139624";67500;180000;9000;-22843;NA;180000;1;"F";"Pensioner";"Higher education";"Widow";"";"XNA";"2";"1"
"60992";135000;135000;8856;-7765;NA;135000;2;"M";"Commercial associate";"Secondary / secondary special";"Civil marriage";"Sales staff";"Trade: type 2";"2";"1"
"20953";67500;755190;36328,5;-16868;NA;675000;2;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Self-employed";"2";"1"
"190694";270000;450000;35554,5;-13512;16;450000;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Low-skill Laborers";"Business Entity Type 3";"3";"1"
"203931";144000;526491;18909;-12167;6;454500;2;"M";"Working";"Secondary / secondary special";"Single / not married";"Drivers";"Business Entity Type 3";"2";"1"
"302653";225000;545040;35617,5;-12488;NA;450000;3;"F";"Working";"Higher education";"Married";"IT staff";"Other";"2";"1"
"240738";225000;1129500;33156;-15103;1;1129500;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Industry: type 11";"2";"1"
"253869";180000;879480;34078,5;-14860;17;630000;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Drivers";"Transport: type 4";"3";"1"
"266500";225000;942300;34749;-15026;NA;675000;3;"F";"Commercial associate";"Secondary / secondary special";"Married";"Private service staff";"Other";"1";"1"
"205983";211500;942300;30528;-19535;NA;675000;2;"F";"Working";"Secondary / secondary special";"Civil marriage";"Sales staff";"Self-employed";"3";"1"
"31269";58500;269550;14751;-11643;NA;225000;4;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Business Entity Type 3";"2";"1"
"26695";405000;1078200;31653;-20456;2;9e+05;2;"F";"Pensioner";"Higher education";"Married";"";"XNA";"2";"1"
"232262";112500;1534500;43087,5;-21591;NA;1534500;1;"F";"Pensioner";"Secondary / secondary special";"Separated";"";"XNA";"2";"1"
"215989";117000;157050;8352;-13576;21;112500;5;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Self-employed";"2";"1"
"257694";94500;414792;28188;-9305;NA;315000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Transport: type 2";"2";"1"
"207830";103500;251091;24961,5;-25142;NA;238500;1;"F";"Pensioner";"Higher education";"Widow";"";"XNA";"2";"1"
"44704";337500;458460;33358,5;-10287;NA;405000;1;"M";"Commercial associate";"Secondary / secondary special";"Single / not married";"";"Business Entity Type 3";"2";"1"
"237125";202500;760122;28053;-13310;11;544500;1;"F";"Commercial associate";"Secondary / secondary special";"Single / not married";"Sales staff";"Trade: type 7";"2";"1"
"241760";279000;976500;28552,5;-11653;1;976500;3;"F";"Working";"Higher education";"Married";"Accountants";"Business Entity Type 3";"2";"1"
"233152";180000;9e+05;45954;-14275;NA;9e+05;2;"F";"Working";"Secondary / secondary special";"Married";"";"Business Entity Type 1";"2";"1"
"261505";108000;755190;36459;-17518;NA;675000;2;"M";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"1"
"84018";225000;299772;14710,5;-18144;NA;247500;2;"F";"Pensioner";"Secondary / secondary special";"Civil marriage";"";"XNA";"3";"1"
"56372";166500;450000;35685;-13234;NA;450000;2;"M";"Working";"Secondary / secondary special";"Civil marriage";"Laborers";"Business Entity Type 2";"3";"1"
"184209";202500;603792;22311;-22196;NA;504000;2;"M";"Working";"Higher education";"Married";"Managers";"Other";"2";"1"
"270034";652500;538704;49536;-13001;2;481500;2;"M";"Working";"Secondary / secondary special";"Married";"";"Business Entity Type 3";"1";"1"
"226220";157500;521280;28408,5;-11254;6;450000;1;"M";"Working";"Secondary / secondary special";"Separated";"Security staff";"Kindergarten";"2";"1"
"304372";112500;508495,5;23562;-18947;NA;454500;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Managers";"Business Entity Type 3";"2";"1"
"247119";360000;1442596,5;42309;-11813;NA;1129500;2;"F";"State servant";"Secondary / secondary special";"Married";"Medicine staff";"Medicine";"3";"1"
"88199";225000;593010;16434;-17504;0;495000;1;"F";"Working";"Secondary / secondary special";"Widow";"Laborers";"Business Entity Type 3";"2";"1"
"103263";234000;545040;26640;-19427;NA;450000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Accountants";"Business Entity Type 3";"2";"1"
"10277";270000;724581;23269,5;-13477;7;625500;4;"M";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"1"
"2748";90000;495216;20169;-23025;NA;427500;1;"F";"Pensioner";"Secondary / secondary special";"Widow";"";"XNA";"1";"1"
"187608";306000;990000;29074,5;-17998;NA;990000;2;"F";"Working";"Secondary / secondary special";"Married";"Managers";"Self-employed";"2";"1"
"189396";157500;675000;29862;-23083;40;675000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"1"
"122801";81000;634482;24714;-16277;17;454500;2;"F";"Pensioner";"Lower secondary";"Married";"";"XNA";"2";"1"
"73287";90000;521280;26613;-15524;NA;450000;2;"F";"State servant";"Higher education";"Civil marriage";"";"Other";"2";"1"
"96518";90000;328500;22081,5;-14060;33;328500;3;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 1";"3";"1"
"96068";90000;1350000;36202,5;-15913;2;1350000;2;"M";"State servant";"Secondary / secondary special";"Married";"Laborers";"Transport: type 2";"2";"1"
"106397";103500;808650;23305,5;-21031;NA;675000;1;"F";"Pensioner";"Secondary / secondary special";"Single / not married";"";"XNA";"2";"1"
"297871";135000;180000;9000;-8336;5;180000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"1"
"38013";247500;391500;20119,5;-14906;NA;391500;2;"F";"Commercial associate";"Higher education";"Single / not married";"Managers";"Business Entity Type 3";"3";"1"
"202028";180000;640080;29839,5;-20093;NA;450000;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 2";"2";"1"
"97634";144000;835380;36927;-20326;NA;675000;2;"F";"Pensioner";"Higher education";"Married";"";"XNA";"2";"1"
"248452";157500;555273;21645;-22978;NA;463500;1;"F";"Pensioner";"Secondary / secondary special";"Single / not married";"";"XNA";"2";"1"
"289317";121500;314100;21375;-9451;20;225000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"1"
"104238";112500;269550;21739,5;-10476;NA;225000;3;"F";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Self-employed";"2";"1"
"19076";211500;545040;25537,5;-10379;NA;450000;3;"F";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Business Entity Type 3";"3";"1"
"74967";157500;1540867,5;42502,5;-21150;NA;1345500;2;"M";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"1"
"22632";157500;1029784,5;54994,5;-19629;8;927000;3;"M";"Commercial associate";"Higher education";"Married";"Laborers";"Business Entity Type 3";"3";"1"
"67915";90000;296280;23539,5;-12026;NA;225000;2;"F";"Working";"Lower secondary";"Married";"Cleaning staff";"Self-employed";"2";"1"
"101565";184500;540000;27000;-12843;18;540000;6;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 2";"2";"1"
"15481";135000;891072;35338,5;-11227;7;720000;2;"M";"Working";"Higher education";"Married";"High skill tech staff";"Business Entity Type 3";"2";"1"
"45134";270000;518562;22099,5;-23260;NA;463500;1;"M";"Pensioner";"Secondary / secondary special";"Widow";"";"XNA";"2";"1"
"84550";247500;550980;43659;-17551;NA;450000;1;"F";"Working";"Secondary / secondary special";"Widow";"Cooking staff";"Self-employed";"2";"1"
"165332";292500;242595;12514,5;-17934;NA;202500;2;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Business Entity Type 3";"1";"1"
"172247";135000;270000;13500;-15816;NA;270000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Sales staff";"Trade: type 7";"2";"1"
"46905";81000;533304;24840;-11352;NA;405000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Electricity";"2";"1"
"294988";108000;886500;25254;-22329;NA;886500;2;"F";"Working";"Secondary / secondary special";"Married";"Security staff";"Kindergarten";"3";"1"
"149218";67500;152820;9765;-12797;NA;135000;2;"F";"Working";"Secondary / secondary special";"Civil marriage";"Core staff";"Government";"2";"1"
"225797";108000;225000;12334,5;-22909;NA;225000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"3";"1"
"73141";58500;180000;9000;-20855;NA;180000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"1"
"145002";72000;808650;23773,5;-19374;NA;675000;2;"F";"Pensioner";"Secondary / secondary special";"Civil marriage";"";"XNA";"2";"1"
"197643";76500;517500;16821;-22930;NA;517500;1;"F";"Pensioner";"Secondary / secondary special";"Widow";"";"XNA";"2";"1"
"149487";52438,5;312768;12042;-11170;12;270000;2;"F";"Working";"Secondary / secondary special";"Civil marriage";"Laborers";"Agriculture";"2";"1"
"117962";214650;810000;23814;-13509;15;810000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Sales staff";"Business Entity Type 3";"2";"1"
"261597";135000;225000;16303,5;-9932;9;225000;1;"M";"Commercial associate";"Secondary / secondary special";"Separated";"Sales staff";"Other";"2";"1"
"212287";157500;225000;17905,5;-9032;NA;225000;1;"F";"Working";"Higher education";"Single / not married";"Sales staff";"Other";"3";"1"
"130711";67500;254700;16713;-12468;NA;225000;2;"M";"Working";"Secondary / secondary special";"Married";"Security staff";"Industry: type 9";"2";"1"
"104767";121500;662026,5;27958,5;-16109;NA;571500;2;"F";"Working";"Secondary / secondary special";"Married";"Core staff";"Government";"2";"1"
"156386";180000;47970;5692,5;-8498;1;45000;1;"M";"Working";"Higher education";"Single / not married";"Core staff";"Self-employed";"1";"1"
"133768";157500;417024;33565,5;-9559;1;360000;3;"F";"Commercial associate";"Incomplete higher";"Married";"";"Construction";"3";"1"
"29817";135000;587619;19084,5;-20117;NA;490500;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"3";"1"
"190600";270000;1096020;59589;-20123;NA;9e+05;2;"M";"Working";"Secondary / secondary special";"Civil marriage";"Sales staff";"Self-employed";"2";"1"
"152560";225000;850500;24997,5;-21913;NA;850500;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"1"
"127810";315000;1080000;34969,5;-10750;NA;1080000;3;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 2";"2";"1"
"161290";225000;544491;21226,5;-16089;NA;454500;1;"F";"Commercial associate";"Secondary / secondary special";"Separated";"";"Trade: type 7";"1";"1"
"40054";94500;781920;28215;-20495;NA;675000;2;"M";"Working";"Secondary / secondary special";"Married";"Security staff";"Security";"2";"1"
"17051";135000;781920;25969,5;-23291;NA;675000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"3";"1"
"163542";202500;990000;32067;-21046;13;990000;2;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Other";"2";"1"
"267991";112500;315000;19035;-11071;NA;315000;2;"F";"Working";"Secondary / secondary special";"Married";"";"Business Entity Type 3";"2";"1"
"32167";189000;550980;40221;-10075;NA;450000;2;"F";"Commercial associate";"Higher education";"Married";"Managers";"Military";"2";"1"
"106865";139500;640080;29970;-14601;NA;450000;4;"M";"Working";"Secondary / secondary special";"Married";"";"School";"2";"1"
"99157";301500;295668;14377,5;-16998;NA;193500;3;"M";"Working";"Secondary / secondary special";"Married";"Managers";"Restaurant";"2";"1"
"258329";81000;135000;6750;-8925;NA;135000;4;"F";"Commercial associate";"Secondary / secondary special";"Married";"Sales staff";"Business Entity Type 3";"2";"1"
"160973";112500;865138,5;31203;-23727;NA;657000;1;"F";"Pensioner";"Secondary / secondary special";"Single / not married";"";"XNA";"2";"1"
"125027";157500;180000;17662,5;-24574;NA;180000;2;"F";"Pensioner";"Higher education";"Married";"";"XNA";"3";"1"
"214368";144000;171841,5;8901;-23771;14;130500;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"1"
"150226";112500;168102;16623;-23311;NA;148500;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"1"
"303490";198000;135000;6750;-9879;NA;135000;2;"M";"Commercial associate";"Higher education";"Civil marriage";"Laborers";"Business Entity Type 3";"2";"1"
"261204";211500;545040;26640;-11616;NA;450000;2;"F";"State servant";"Secondary / secondary special";"Separated";"Medicine staff";"Kindergarten";"2";"1"
"221104";135000;522000;22113;-23203;NA;522000;2;"F";"Working";"Secondary / secondary special";"Married";"Managers";"Government";"2";"1"
"135929";225000;1350000;47961;-15613;NA;1350000;2;"F";"Working";"Secondary / secondary special";"Married";"";"Business Entity Type 3";"2";"1"
"248942";90000;247500;12375;-14101;NA;247500;3;"F";"Working";"Secondary / secondary special";"Civil marriage";"Private service staff";"Self-employed";"2";"1"
"99525";112500;562491;27189;-20805;NA;454500;2;"F";"Pensioner";"Secondary / secondary special";"Civil marriage";"";"XNA";"2";"1"
"200730";157500;168961,5;12424,5;-11551;2;139500;2;"F";"Working";"Higher education";"Single / not married";"Sales staff";"Emergency";"3";"1"
"153423";360000;1303812;38119,5;-13719;NA;1138500;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"";"Business Entity Type 3";"2";"1"
"161345";112500;270000;21775,5;-15610;NA;270000;2;"F";"Working";"Secondary / secondary special";"Civil marriage";"Cooking staff";"Business Entity Type 3";"2";"1"
"2749";112500;448056;17019;-11425;5;315000;3;"M";"Working";"Higher education";"Married";"Managers";"Military";"2";"1"
"155063";135000;585000;29997;-18308;13;585000;3;"M";"Working";"Secondary / secondary special";"Married";"Security staff";"Business Entity Type 3";"2";"1"
"218436";270000;808650;26217;-16608;NA;675000;1;"F";"Commercial associate";"Secondary / secondary special";"Single / not married";"";"Government";"2";"1"
"67934";360000;855000;27711;-14775;6;855000;1;"M";"Commercial associate";"Secondary / secondary special";"Separated";"";"Construction";"2";"1"
"152757";135000;521280;35392,5;-17386;NA;450000;2;"F";"Working";"Secondary / secondary special";"Civil marriage";"Sales staff";"Trade: type 7";"3";"1"
"152409";90000;566055;16681,5;-13630;NA;472500;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Accountants";"Business Entity Type 3";"2";"1"
"122532";337500;344043;27310,5;-15796;11;297000;2;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Business Entity Type 3";"2";"1"
"302145";157500;127350;15241,5;-12745;NA;112500;2;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Cleaning";"2";"1"
"3342";45000;156384;12100,5;-10600;6;135000;2;"F";"Working";"Secondary / secondary special";"Married";"Core staff";"Postal";"2";"1"
"235487";225000;848745;46044;-9570;21;675000;3;"M";"State servant";"Secondary / secondary special";"Married";"Core staff";"Police";"2";"1"
"177801";135000;604152;25726,5;-21562;NA;540000;1;"F";"Pensioner";"Secondary / secondary special";"Separated";"";"XNA";"2";"1"
"283599";112500;375322,5;16659;-21827;NA;324000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";"";"XNA";"2";"1"
"65684";157500;247500;13185;-15013;NA;247500;2;"M";"State servant";"Secondary / secondary special";"Married";"Core staff";"Police";"2";"1"
"235885";112500;797557,5;26487;-19700;NA;688500;2;"F";"Working";"Secondary / secondary special";"Single / not married";"Cooking staff";"Kindergarten";"2";"1"
"55224";112500;180000;9000;-7931;NA;180000;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Core staff";"Trade: type 3";"3";"1"
"107053";112500;252000;16969,5;-10211;13;252000;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Security staff";"Restaurant";"2";"1"
"265836";202500;258709,5;30834;-14524;11;234000;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Drivers";"Self-employed";"2";"1"
"153734";81000;888840;37494;-13380;NA;675000;4;"F";"Working";"Secondary / secondary special";"Married";"";"Industry: type 9";"3";"1"
"250947";112500;563877;24021;-20143;NA;504000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";"";"XNA";"2";"1"
"277115";90000;432000;21141;-12443;NA;432000;3;"F";"Working";"Secondary / secondary special";"Married";"";"Business Entity Type 3";"2";"1"
"206545";127498,5;152820;8608,5;-8578;5;135000;1;"M";"Commercial associate";"Secondary / secondary special";"Single / not married";"Sales staff";"Mobile";"2";"1"
"210402";112500;307818;16245;-16247;NA;220500;2;"M";"Working";"Secondary / secondary special";"Civil marriage";"Laborers";"Construction";"2";"1"
"298570";157500;337761;17374,5;-22042;NA;256500;2;"F";"Pensioner";"Higher education";"Married";"";"XNA";"2";"1"
"304174";315000;585000;29250;-21309;12;585000;1;"M";"Working";"Secondary / secondary special";"Separated";"Laborers";"Business Entity Type 3";"2";"1"
"17065";157500;352044;17253;-15302;NA;247500;3;"F";"Pensioner";"Secondary / secondary special";"Civil marriage";"";"XNA";"2";"1"
"231943";216000;521280;31500;-21620;4;450000;2;"M";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"1";"1"
"84193";306000;360000;28440;-22077;NA;360000;2;"M";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"1"
"58483";135000;142200;9630;-9719;NA;112500;2;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Postal";"2";"1"
"196891";135000;269550;12618;-12856;NA;225000;1;"F";"Commercial associate";"Secondary / secondary special";"Widow";"Managers";"Business Entity Type 3";"2";"1"
"51906";112500;225000;10620;-16165;NA;225000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Other";"2";"1"
"121488";135000;521280;35392,5;-11192;NA;450000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 1";"2";"1"
"305443";180000;450000;30204;-13349;NA;450000;3;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 1";"2";"1"
"117766";90000;284400;13387,5;-11336;NA;225000;2;"F";"Working";"Secondary / secondary special";"Civil marriage";"Accountants";"Kindergarten";"2";"1"
"180601";112500;481176;26230,5;-9797;NA;360000;3;"F";"Working";"Higher education";"Married";"Waiters/barmen staff";"Self-employed";"2";"1"
"222170";103500;540000;17977,5;-14576;NA;540000;1;"F";"Commercial associate";"Secondary / secondary special";"Widow";"Laborers";"Business Entity Type 2";"2";"1"
"185952";135000;545040;35617,5;-15037;NA;450000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Sales staff";"Business Entity Type 2";"2";"1"
"157973";112500;450000;21649,5;-22107;NA;450000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"1"
"98106";247500;314100;16573,5;-13046;NA;225000;3;"M";"Commercial associate";"Secondary / secondary special";"Married";"Drivers";"Business Entity Type 3";"2";"1"
"274504";157500;1056447;31018,5;-10823;9;922500;4;"M";"Commercial associate";"Secondary / secondary special";"Married";"Drivers";"Medicine";"2";"1"
"243378";315000;835380;40320;-13196;13;675000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 2";"2";"1"
"83425";225000;497520;53712;-10435;7;450000;1;"M";"Working";"Secondary / secondary special";"Single / not married";"";"Industry: type 3";"2";"1"
"166959";58500;269550;13095;-19657;NA;225000;2;"F";"Working";"Secondary / secondary special";"Married";"Cooking staff";"Kindergarten";"2";"1"
"134691";49500;792000;22693,5;-21287;12;792000;2;"M";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"1"
"8200";427500;730017;27184,5;-15788;5;652500;3;"M";"Working";"Secondary / secondary special";"Civil marriage";"";"Business Entity Type 3";"2";"1"
"103774";180000;916470;32598;-18619;14;765000;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Construction";"2";"1"
"286274";225000;225000;11074,5;-12130;NA;225000;1;"M";"Working";"Higher education";"Single / not married";"Laborers";"Construction";"2";"1"
"264313";157500;314100;21375;-18814;NA;225000;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Construction";"3";"1"
"300310";135000;545040;26640;-8220;NA;450000;2;"M";"Working";"Secondary / secondary special";"Separated";"Laborers";"Business Entity Type 3";"3";"1"
"221154";112500;1288350;37800;-16243;6;1125000;4;"F";"State servant";"Secondary / secondary special";"Married";"";"School";"1";"1"
"52261";315000;755190;31995;-21497;NA;675000;1;"F";"Working";"Higher education";"Widow";"Core staff";"Agriculture";"2";"1"
"19956";135000;180000;16506;-9108;22;180000;3;"F";"Working";"Secondary / secondary special";"Married";"";"Construction";"3";"1"
"200780";270000;283585,5;19080;-9477;NA;256500;4;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Transport: type 4";"2";"1"
"230701";67500;819432;23958;-17865;NA;684000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Industry: type 5";"2";"1"
"88563";360000;1350000;39604,5;-15244;NA;1350000;3;"M";"Working";"Secondary / secondary special";"Married";"Managers";"Business Entity Type 3";"1";"1"
"128771";225000;521280;31630,5;-14776;8;450000;4;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Self-employed";"2";"1"
"162578";157500;571486,5;29308,5;-15832;7;454500;3;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"1"
"13487";180000;808650;26086,5;-15686;NA;675000;3;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"1"
"146455";225000;258709,5;27580,5;-12840;17;234000;3;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Business Entity Type 2";"3";"1"
"286387";256500;757413;30978;-10115;NA;612000;1;"M";"Working";"Higher education";"Single / not married";"Core staff";"Trade: type 2";"2";"1"
"61524";135000;315000;17217;-15065;NA;315000;3;"M";"Commercial associate";"Higher education";"Married";"Laborers";"Self-employed";"2";"1"
"265885";1170000;983299,5;41661;-16163;6;904500;3;"M";"Working";"Higher education";"Married";"Managers";"Business Entity Type 3";"1";"1"
"164649";90000;980005,5;32517;-16415;NA;846000;2;"F";"Working";"Secondary / secondary special";"Married";"Cleaning staff";"Government";"2";"1"
"214799";112500;202765,5;18594;-19951;8;184500;2;"M";"Working";"Secondary / secondary special";"Married";"Core staff";"Business Entity Type 3";"2";"1"
"7478";315000;1350000;41062,5;-11394;NA;1350000;2;"F";"Working";"Higher education";"Married";"High skill tech staff";"Self-employed";"2";"1"
"139002";90000;284400;13387,5;-12152;19;225000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Agriculture";"2";"1"
"75358";45000;172512;12136,5;-17858;NA;144000;1;"F";"Working";"Secondary / secondary special";"Separated";"Cleaning staff";"Other";"2";"1"
"104443";135000;835380;40320;-11842;NA;675000;3;"F";"Working";"Secondary / secondary special";"Married";"Medicine staff";"Medicine";"3";"1"
"293050";180000;814041;23931;-19533;NA;679500;3;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Construction";"3";"1"
"204734";85500;675000;21775,5;-19157;NA;675000;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Sales staff";"Self-employed";"2";"1"
"137881";180000;659610;21406,5;-23081;NA;472500;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"1"
"2267";54000;454500;18022,5;-23755;NA;454500;1;"F";"Pensioner";"Secondary / secondary special";"Widow";"";"XNA";"3";"1"
"153118";180000;1035000;41044,5;-19207;NA;1035000;2;"F";"Working";"Higher education";"Married";"Sales staff";"Self-employed";"3";"1"
"115947";112500;450000;21888;-10312;NA;450000;2;"F";"Commercial associate";"Secondary / secondary special";"Civil marriage";"Laborers";"Business Entity Type 3";"2";"1"
"30682";67500;592560;30384;-17826;6;450000;2;"M";"Working";"Secondary / secondary special";"Married";"Security staff";"Security";"2";"1"
"139131";81000;675000;21775,5;-21058;NA;675000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"1"
"234148";157500;873198;28296;-10467;NA;625500;3;"F";"State servant";"Higher education";"Married";"Core staff";"School";"2";"1"
"140630";360000;278460;25668;-10929;29;225000;2;"M";"Working";"Higher education";"Married";"Drivers";"Business Entity Type 1";"1";"1"
"62848";112500;308965,5;8851,5;-13320;NA;244435,5;2;"F";"Working";"Secondary / secondary special";"Married";"";"Self-employed";"3";"1"
"239717";117000;170640;9922,5;-24229;NA;135000;1;"M";"Pensioner";"Higher education";"Widow";"";"XNA";"2";"1"
"220235";184500;1264428;37098;-13337;NA;990000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Industry: type 3";"2";"1"
"131918";180000;640080;29970;-11881;14;450000;3;"M";"Commercial associate";"Lower secondary";"Married";"Drivers";"Transport: type 3";"2";"1"
"100767";121500;675000;19476;-20260;NA;675000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"1"
"29946";108000;361462,5;19737;-13661;NA;274500;1;"F";"Working";"Secondary / secondary special";"Separated";"Sales staff";"Trade: type 7";"3";"1"
"9575";135000;545040;25407;-10220;NA;450000;1;"F";"Commercial associate";"Secondary / secondary special";"Single / not married";"Sales staff";"Self-employed";"2";"1"
"11007";225000;481500;14206,5;-18778;NA;481500;2;"F";"Pensioner";"Secondary / secondary special";"Civil marriage";"";"XNA";"2";"1"
"155655";270000;270000;10309,5;-20201;NA;270000;1;"F";"Pensioner";"Higher education";"Separated";"";"XNA";"3";"1"
"76719";180000;521280;28278;-12756;NA;450000;4;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Medicine";"2";"1"
"20042";202500;770292;32634;-21220;NA;688500;2;"F";"State servant";"Higher education";"Married";"High skill tech staff";"Medicine";"2";"1"
"304312";112500;523237,5;25578;-10002;NA;432000;3;"F";"Working";"Secondary / secondary special";"Married";"Core staff";"Kindergarten";"2";"1"
"2572";157500;1125000;33025,5;-14340;19;1125000;2;"M";"Working";"Higher education";"Married";"Laborers";"Industry: type 2";"2";"1"
"155700";308250;888439,5;32040;-14185;11;688500;3;"M";"Commercial associate";"Incomplete higher";"Married";"Laborers";"Industry: type 1";"2";"1"
"83281";135000;180000;9000;-7782;NA;180000;3;"F";"Working";"Secondary / secondary special";"Married";"Core staff";"Bank";"2";"1"
"122866";135000;988875;42025,5;-20780;NA;868500;3;"F";"State servant";"Higher education";"Married";"Security staff";"Kindergarten";"3";"1"
"127256";90000;407965,5;32359,5;-13643;NA;369000;4;"F";"Working";"Secondary / secondary special";"Civil marriage";"Sales staff";"Trade: type 7";"2";"1"
"58704";135000;1096020;52857;-10302;NA;9e+05;2;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Other";"2";"1"
"4226";247500;1048833;33061,5;-12957;NA;796500;2;"F";"Working";"Higher education";"Married";"Core staff";"Trade: type 3";"2";"1"
"111150";135000;180000;12307,5;-11254;14;180000;4;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"1"
